internalCode;responsible;performanceType;createdAt
381;Demandado;CONTESTACION_DEMANDA;25/03/25
381;Juzgado;FIJA_AUDIENCIA;09/07/25
381;Juzgado;CONCILIADO;28/07/25
382;Demandante;RADICADO;28/11/24
382;Juzgado;INADMITIDO;11/12/24
382;Demandante;SUBSANACION;19/12/24
382;Juzgado;ADMITE;06/02/25
382;Juzgado;NOTIFICACION_PERSONAL;28/02/25
382;Demandado;CONTESTACION_DEMANDA;12/03/25
382;Juzgado;FIJA_AUDIENCIA;18/03/25
382;Juzgado;CONCILIADO;28/04/25
383;Demandante;RADICADO;28/11/24
383;Juzgado;ADMITE;13/12/25
383;Demandante;NOTIFICACION_PERSONAL;06/03/25
383;Demandado;CONTESTACION_DEMANDA;12/03/25
383;Juzgado;ADMITE;02/05/25
383;Juzgado;FIJA_AUDIENCIA;17/09/25
384;Demandante;RADICADO;17/03/25
384;Juzgado;ADMITE;28/03/25
384;Juzgado;NOTIFICACION_PERSONAL;27/05/25
384;Demandado;CONTESTACION_DEMANDA;12/06/25
384;Juzgado;FIJA_AUDIENCIA;01/07/25
384;Juzgado;CONCILIADO;04/07/25
385;Demandante;RADICADO;16/01/25
385;Juzgado;ADMITE;27/01/25
385;Demandante;RETIRO_DEMANDA;22/04/25
385;Juzgado;ARCHIVADO;06/05/25
386;Demandante;RADICADO;28/11/24
386;Juzgado;ADMITE;13/12/25
386;Juzgado;NOTIFICACION_PERSONAL;28/01/25
386;Demandado;CONTESTACION_DEMANDA;11/02/25
386;Juzgado;FIJA_AUDIENCIA;29/04/25
386;Juzgado;CONCILIADO;25/06/25
387;Demandante;RADICADO;28/11/24
387;Juzgado;ADMITE;12/12/24
387;Juzgado;NOTIFICACION_PERSONAL;29/01/25
387;Demandado;CONTESTACION_DEMANDA;07/02/25
387;Juzgado;FIJA_AUDIENCIA;13/02/25
387;Juzgado;CONCILIADO;25/02/25
388;Demandante;RADICADO;05/12/25
388;Juzgado;ADMITE;27/06/25
388;Juzgado;NOTIFICACION_PERSONAL;01/07/25
388;Demandado;CONTESTACION_DEMANDA;15/07/25
389;Demandante;RADICADO;29/11/24
389;Juzgado;ADMITE;04/12/24
389;Juzgado;NOTIFICACION_PERSONAL;09/04/25
390;Demandante;RADICADO;02/12/24
390;Juzgado;ADMITE;16/12/24
390;Demandante;NOTIFICACION_PERSONAL;06/03/25
390;Demandado;CONTESTACION_DEMANDA;17/03/25
390;Demandante;RADICA_IMPULSO_PROCESAL;20/07/25
390;Juzgado;ADMITE;22/08/25
391;Demandante;RADICADO;06/05/25
391;Juzgado;ADMITE;30/05/25
391;Demandante;NOTIFICACION_PERSONAL;04/06/25
391;Demandado;CONTESTACION_DEMANDA;17/06/25
391;Juzgado;FIJA_AUDIENCIA;29/07/25
391;Juzgado;CONCILIADO;11/08/25
392;Demandante;RADICADO;02/12/24
392;Juzgado;ADMITE;28/02/25
392;Demandante;NOTIFICACION_PERSONAL;05/03/25
392;Demandado;CONTESTACION_DEMANDA;19/03/25
392;Juzgado;FIJA_AUDIENCIA;02/04/25
393;Demandante;RADICADO;11/12/24
393;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
393;Juzgado;ADMITE;12/06/25
393;Juzgado;NOTIFICACION_PERSONAL;15/06/25
393;Demandado;CONTESTACION_DEMANDA;03/07/25
394;Demandante;RADICADO;17/03/25
394;Juzgado;ADMITE;08/04/25
394;Juzgado;NOTIFICACION_PERSONAL;11/04/25
394;Demandado;CONTESTACION_DEMANDA;30/04/25
394;Juzgado;FIJA_AUDIENCIA;24/07/25
394;Juzgado;CONCILIADO;31/07/25
395;Demandante;RADICADO;12/12/24
395;Juzgado;ADMITE;13/01/25
395;Demandante;NOTIFICACION_PERSONAL;06/03/25
395;Demandado;CONTESTACION_DEMANDA;18/03/25
395;Juzgado;FIJA_AUDIENCIA;25/03/25
395;Juzgado;CONCILIADO;19/06/25
396;Demandante;RADICADO;12/12/24
396;Juzgado;INADMITIDO;24/02/25
396;Demandante;SUBSANACION;02/04/25
396;Juzgado;ADMITE;24/04/25
396;Demandante;NOTIFICACION_PERSONAL;06/05/25
396;Demandado;CONTESTACION_DEMANDA;21/05/25
396;Juzgado;INADMITE_CONTESTACION;04/06/25
396;Demandado;SUBSANACION;09/06/25
396;Juzgado;FIJA_AUDIENCIA;08/07/25
397;Demandante;RADICADO;12/12/25
397;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
398;Demandante;RADICADO;12/12/24
398;Juzgado;INADMITIDO;17/02/25
398;Demandante;RETIRO_DEMANDA;07/03/25
398;Juzgado;ARCHIVADO;06/06/25
399;Demandante;RADICADO;04/03/25
399;Juzgado;INADMITIDO;28/08/25
399;Demandante;SUBSANACION;08/09/25
400;Demandante;RADICADO;18/03/25
400;Juzgado;ADMITE;31/03/25
400;Demandante;NOTIFICACION_PERSONAL;10/04/25
400;Demandado;CONTESTACION_DEMANDA;29/07/25
401;Demandante;RADICADO;12/12/24
401;Juzgado;ADMITE;24/02/25
401;Demandante;NOTIFICACION_PERSONAL;25/02/25
401;Demandado;CONTESTACION_DEMANDA;12/03/25
401;Juzgado;FIJA_AUDIENCIA;09/05/25
402;Demandante;RADICADO;12/12/24
402;Juzgado;ADMITE;18/12/24
402;Juzgado;NOTIFICACION_PERSONAL;19/12/25
402;Demandado;CONTESTACION_DEMANDA;20/01/25
402;Juzgado;FIJA_AUDIENCIA;27/02/25
402;Demandante;RETIRO_DEMANDA;28/03/25
403;Demandante;RADICADO;12/12/24
403;Juzgado;ADMITE;06/03/25
403;Demandante;NOTIFICACION_PERSONAL;11/03/25
403;Demandado;CONTESTACION_DEMANDA;26/03/25
403;Demandante;RADICA_IMPULSO_PROCESAL;19/06/25
403;Juzgado;FIJA_AUDIENCIA;19/07/25
403;Juzgado;CONCILIADO;28/07/25
404;Demandante;RADICADO;12/12/24
404;Juzgado;INADMITIDO;14/03/25
404;Demandante;SUBSANACION;21/03/25
404;Juzgado;ADMITE;04/04/25
404;Demandante;NOTIFICACION_PERSONAL;22/04/25
404;Demandado;CONTESTACION_DEMANDA;07/05/25
404;Juzgado;FIJA_AUDIENCIA;20/06/25
404;Juzgado;CONCILIADO;20/08/25
405;Demandante;RADICADO;12/12/24
405;Juzgado;ADMITE;20/01/25
405;Juzgado;NOTIFICACION_PERSONAL;07/02/25
405;Demandado;CONTESTACION_DEMANDA;24/02/25
405;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
405;Juzgado;FIJA_AUDIENCIA;09/06/25
406;Demandante;RADICADO;17/03/25
406;Juzgado;ADMITE;25/04/25
406;Demandante;NOTIFICACION_PERSONAL;29/04/25
406;Demandado;CONTESTACION_DEMANDA;13/05/25
406;Demandante;RADICA_IMPULSO_PROCESAL;11/08/25
406;Juzgado;ADMITE;14/08/25
407;Demandante;RADICADO;12/12/24
407;Juzgado;INADMITIDO;15/01/25
407;Demandante;SUBSANACION;23/01/25
407;Juzgado;ADMITE;27/02/25
407;Demandante;NOTIFICACION_PERSONAL;03/03/25
407;Demandado;CONTESTACION_DEMANDA;17/03/25
407;Juzgado;FIJA_AUDIENCIA;18/03/25
408;Demandante;RADICADO;13/12/24
408;Juzgado;ADMITE;13/01/25
408;Demandante;NOTIFICACION_PERSONAL;06/03/25
408;Demandado;CONTESTACION_DEMANDA;20/03/25
408;Juzgado;INADMITE_CONTESTACION;03/06/25
408;Demandado;SUBSANACION;03/06/25
408;Juzgado;FIJA_AUDIENCIA;12/06/25
408;Juzgado;CONCILIADO;24/06/25
409;Demandante;RADICADO;13/08/25
409;Juzgado;ADMITE;19/08/25
410;Demandante;RADICADO;13/12/24
410;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
410;Demandante;RADICA_IMPULSO_PROCESAL;20/07/25
411;Demandante;RADICADO;05/02/25
411;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
411;Juzgado;ADMITE;06/05/25
411;Demandante;NOTIFICACION_PERSONAL;08/05/25
411;Demandado;CONTESTACION_DEMANDA;15/07/25
411;Juzgado;INADMITE_CONTESTACION;15/08/25
412;Demandante;RADICADO;19/12/24
412;Juzgado;ADMITE;14/01/25
412;Demandante;NOTIFICACION_PERSONAL;05/03/25
412;Demandado;CONTESTACION_DEMANDA;20/03/25
412;Juzgado;FIJA_AUDIENCIA;05/05/25
412;Juzgado;CONCILIADO;13/06/25
413;Demandante;RADICADO;13/12/24
413;Juzgado;ADMITE;19/12/24
413;Demandado;CONTESTACION_DEMANDA;27/01/25
413;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
413;Demandante;RADICA_IMPULSO_PROCESAL;11/04/25
413;Juzgado;FIJA_AUDIENCIA;05/09/25
414;Demandante;RADICADO;13/12/24
414;Juzgado;ADMITE;21/01/25
414;Juzgado;NOTIFICACION_PERSONAL;24/02/25
414;Demandado;CONTESTACION_DEMANDA;11/03/25
414;Juzgado;FIJA_AUDIENCIA;29/04/25
414;Juzgado;CONCILIADO;25/06/25
415;Demandante;RADICADO;25/09/25
416;Demandante;RADICADO;20/02/25
416;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
416;Juzgado;INADMITIDO;19/05/25
416;Demandante;SUBSANACION;27/05/25
416;Juzgado;INADMITIDO;06/06/25
416;Demandante;SUBSANACION;18/06/25
416;Juzgado;ADMITE;28/07/25
416;Demandante;NOTIFICACION_PERSONAL;01/08/25
416;Demandado;CONTESTACION_DEMANDA;20/08/25
417;Demandante;RADICADO;17/03/25
417;Juzgado;ADMITE;28/03/25
417;Demandante;NOTIFICACION_PERSONAL;10/04/25
417;Demandado;CONTESTACION_DEMANDA;02/05/25
417;Juzgado;FIJA_AUDIENCIA;26/05/25
417;Juzgado;CONCILIADO;24/06/25
418;Demandante;RADICADO;14/01/25
418;Juzgado;ADMITE;21/04/25
418;Demandante;NOTIFICACION_PERSONAL;25/04/25
418;Demandado;CONTESTACION_DEMANDA;09/05/25
418;Juzgado;FIJA_AUDIENCIA;22/08/25
419;Demandante;RADICADO;29/01/25
419;Juzgado;INADMITIDO;13/02/25
419;Demandante;SUBSANACION;24/02/25
419;Juzgado;ADMITE;07/04/25
419;Demandante;NOTIFICACION_PERSONAL;22/04/25
419;Demandado;CONTESTACION_DEMANDA;07/05/25
419;Juzgado;FIJA_AUDIENCIA;17/06/25
419;Juzgado;CONCILIADO;26/06/25
420;Demandante;RADICADO;29/01/21
420;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
420;Juzgado;ADMITE;17/07/25
420;Juzgado;NOTIFICACION_PERSONAL;22/07/25
420;Demandado;CONTESTACION_DEMANDA;01/08/25
421;Demandante;RADICADO;28/01/25
421;Juzgado;ADMITE;07/02/25
421;Demandante;NOTIFICACION_PERSONAL;03/03/25
421;Demandado;CONTESTACION_DEMANDA;20/06/25
421;Juzgado;FIJA_AUDIENCIA;15/08/25
422;Demandante;RADICADO;29/01/25
422;Juzgado;ADMITE;21/02/25
422;Demandante;NOTIFICACION_PERSONAL;03/03/25
422;Demandado;CONTESTACION_DEMANDA;19/03/25
422;Juzgado;FIJA_AUDIENCIA;29/04/25
422;Juzgado;CONCILIADO;20/06/25
423;Demandante;RADICADO;28/01/25
423;Juzgado;INADMITIDO;29/01/25
423;Demandante;SUBSANACION;31/01/25
423;Juzgado;ADMITE;17/02/25
423;Demandante;NOTIFICACION_PERSONAL;03/03/25
423;Demandado;CONTESTACION_DEMANDA;19/03/25
423;Juzgado;FIJA_AUDIENCIA;17/06/25
424;Demandante;RADICADO;18/03/25
424;Juzgado;ADMITE;02/04/25
424;Demandante;NOTIFICACION_PERSONAL;22/04/25
424;Demandado;CONTESTACION_DEMANDA;23/05/25
424;Juzgado;FIJA_AUDIENCIA;22/07/25
424;Juzgado;CONCILIADO;16/09/25
425;Demandante;RADICADO;05/02/25
425;Juzgado;INADMITIDO;21/03/25
425;Demandante;SUBSANACION;01/04/25
425;Juzgado;ADMITE;04/06/25
425;Demandante;NOTIFICACION_PERSONAL;05/06/25
425;Demandado;CONTESTACION_DEMANDA;17/06/25
425;Juzgado;FIJA_AUDIENCIA;22/08/25
426;Demandante;RADICADO;05/02/25
426;Juzgado;ADMITE;10/02/25
426;Juzgado;NOTIFICACION_PERSONAL;19/02/25
426;Demandado;CONTESTACION_DEMANDA;05/03/25
426;Juzgado;FIJA_AUDIENCIA;10/06/25
427;Demandante;RADICADO;05/02/25
427;Demandante;RADICA_IMPULSO_PROCESAL;23/04/25
428;Demandante;RADICADO;24/07/25
428;Juzgado;INADMITIDO;19/08/25
428;Demandante;SUBSANACION;27/08/25
428;Juzgado;ADMITE;29/09/25
378;Juzgado;ADMITE;12/12/2024
378;Demandante;NOTIFICACION_PERSONAL;30/01/2025
378;Demandado;CONTESTACION_DEMANDA;11/02/2025
378;Juzgado;FIJA_AUDIENCIA;20/02/2025
378;Juzgado;CONCILIADO;19/03/2025
429;Demandante;RADICADO;22/08/2025
430;Apoderado;RADICADO;28/01/25
430;Juzgado;INADMITIDO;25/02/25
430;Apoderado;SUBSANACION;28/02/25
430;Juzgado;ADMITE;21/05/25
430;Apoderado;NOTIFICACION_PERSONAL;22/05/25
430;Demandado;CONTESTACION_DEMANDA;06/06/25
431;Apoderado;RADICADO;18/02/25
431;Juzgado;INADMITIDO;25/02/25
431;Apoderado;SUBSANACION;04/03/25
431;Juzgado;ADMITE;07/03/25
431;Apoderado;NOTIFICACION_PERSONAL;12/03/25
431;Demandado;CONTESTACION_DEMANDA;25/03/25
431;Juzgado;FIJA_AUDIENCIA;09/04/25
431;Juzgado;CONCILIADO;28/05/25
432;Apoderado;RADICADO;30/01/25
432;Juzgado;ADMITE;25/02/25
432;Apoderado;NOTIFICACION_PERSONAL;03/03/25
432;Demandado;CONTESTACION_DEMANDA;12/05/25
432;Juzgado;FIJA_AUDIENCIA;21/05/25
432;Juzgado;CONCILIADO;16/06/25
433;Apoderado;RADICADO;30/01/25
433;Apoderado;RADICA_IMPULSO_PROCESAL;23/04/25
433;Juzgado;ADMITE;18/07/25
433;Apoderado;NOTIFICACION_PERSONAL;20/07/25
433;Demandado;CONTESTACION_DEMANDA;29/07/25
434;Apoderado;RADICADO;17/03/25
434;Juzgado;ADMITE;03/04/25
434;Apoderado;NOTIFICACION_PERSONAL;22/04/25
434;Demandado;CONTESTACION_DEMANDA;07/05/25
434;Juzgado;FIJA_AUDIENCIA;30/05/25
434;Juzgado;CONCILIADO;03/07/25
435;Apoderado;RADICADO;30/01/25
435;Juzgado;ADMITE;03/02/25
435;Juzgado;NOTIFICACION_PERSONAL;04/02/25
435;Demandado;CONTESTACION_DEMANDA;19/02/25
435;Juzgado;FIJA_AUDIENCIA;03/03/25
435;Juzgado;CONCILIADO;11/04/25
436;Apoderado;RADICADO;31/01/25
436;Juzgado;ADMITE;18/07/25
436;Juzgado;NOTIFICACION_PERSONAL;22/07/25
436;Demandado;CONTESTACION_DEMANDA;04/08/25
437;Apoderado;RADICADO;31/01/25
437;Juzgado;ADMITE;10/02/25
437;Apoderado;NOTIFICACION_PERSONAL;05/03/25
437;Demandado;CONTESTACION_DEMANDA;05/03/25
437;Juzgado;ADMITE;05/03/25
437;Juzgado;FIJA_AUDIENCIA;06/03/25
438;Apoderado;RADICADO;31/01/25
438;Juzgado;ADMITE;24/02/25
438;Juzgado;NOTIFICACION_PERSONAL;26/02/25
438;Demandado;CONTESTACION_DEMANDA;12/03/25
438;Juzgado;INADMITE_CONTESTACION;03/04/25
438;Demandado;CONTESTACION_DEMANDA;09/04/25
438;Juzgado;FIJA_AUDIENCIA;25/04/25
438;Juzgado;FIJA_AUDIENCIA;08/05/25
439;Apoderado;RADICADO;31/01/25
439;Juzgado;INADMITIDO;05/02/25
439;Apoderado;SUBSANACION;11/02/25
439;Juzgado;ADMITE;26/02/25
439;Apoderado;NOTIFICACION_PERSONAL;03/03/25
439;Demandado;CONTESTACION_DEMANDA;20/03/25
439;Juzgado;INADMITE_CONTESTACION;09/04/25
439;Demandado;SUBSANACION;24/04/25
439;Juzgado;FIJA_AUDIENCIA;14/08/25
439;Juzgado;CONCILIADO;01/09/25
440;Apoderado;RADICADO;31/01/25
440;Juzgado;ADMITE;06/02/25
440;Apoderado;NOTIFICACION_PERSONAL;05/03/25
440;Juzgado;FIJA_AUDIENCIA;17/03/25
440;Demandado;CONTESTACION_DEMANDA;20/03/25
440;Juzgado;FIJA_AUDIENCIA;13/09/25
441;Apoderado;RADICADO;31/01/25
441;Juzgado;INADMITIDO;06/03/25
441;Apoderado;SUBSANACION;10/03/25
441;Apoderado;RADICA_IMPULSO_PROCESAL;20/07/25
441;Juzgado;ADMITE;23/07/25
441;Apoderado;NOTIFICACION_PERSONAL;25/07/25
441;Demandado;CONTESTACION_DEMANDA;13/08/25
442;Apoderado;RADICADO;26/09/25
443;Apoderado;RADICADO;31/01/25
443;Juzgado;INADMITIDO;20/02/25
443;Apoderado;SUBSANACION;27/02/25
443;Juzgado;ADMITE;11/04/25
443;Apoderado;NOTIFICACION_PERSONAL;24/04/25
443;Demandado;CONTESTACION_DEMANDA;12/05/25
443;Juzgado;FIJA_AUDIENCIA;30/05/25
443;Juzgado;FIJA_AUDIENCIA;25/08/25
444;Apoderado;RADICADO;31/01/25
444;Juzgado;INADMITIDO;13/02/25
444;Apoderado;SUBSANACION;24/02/25
444;Juzgado;ADMITE;06/04/25
444;Apoderado;NOTIFICACION_PERSONAL;22/04/25
444;Demandado;CONTESTACION_DEMANDA;06/05/25
444;Juzgado;INADMITE_CONTESTACION;06/05/25
444;Demandado;CONTESTACION_DEMANDA;29/05/25
444;Juzgado;FIJA_AUDIENCIA;17/06/25
444;Juzgado;CONCILIADO;15/07/25
445;Apoderado;RADICADO;20/02/25
445;Juzgado;ADMITE;07/03/25
445;Apoderado;NOTIFICACION_PERSONAL;11/03/25
445;Demandado;CONTESTACION_DEMANDA;20/03/25
445;Apoderado;RADICA_IMPULSO_PROCESAL;20/07/25
445;Juzgado;FIJA_AUDIENCIA;05/09/25
446;Apoderado;RADICADO;01/02/25
446;Juzgado;INADMITIDO;07/02/25
446;Apoderado;SUBSANACION;13/02/25
446;Juzgado;ADMITE;03/03/25
446;Apoderado;NOTIFICACION_PERSONAL;05/03/25
446;Demandado;CONTESTACION_DEMANDA;09/04/25
446;Juzgado;FIJA_AUDIENCIA;25/06/25
446;Juzgado;CONCILIADO;13/08/25
447;Apoderado;RADICADO;01/02/25
447;Juzgado;ADMITE;07/02/25
447;Apoderado;NOTIFICACION_PERSONAL;05/03/25
447;Juzgado;FIJA_AUDIENCIA;15/08/25
448;Apoderado;RADICADO;01/02/25
448;Juzgado;INADMITIDO;17/02/25
448;Apoderado;SUBSANACION;24/02/25
448;Juzgado;ADMITE;18/03/25
448;Juzgado;NOTIFICACION_PERSONAL;23/04/25
448;Demandado;CONTESTACION_DEMANDA;06/05/25
448;Juzgado;FIJA_AUDIENCIA;22/05/25
448;Juzgado;CONCILIADO;25/06/25
449;Apoderado;RADICADO;01/02/25
449;Juzgado;ADMITE;05/02/25
449;Juzgado;NOTIFICACION_PERSONAL;06/02/25
449;Demandado;CONTESTACION_DEMANDA;19/02/25
449;Juzgado;FIJA_AUDIENCIA;24/02/25
449;Juzgado;CONCILIADO;11/04/25
450;Apoderado;RADICADO;04/02/25
450;Juzgado;INADMITIDO;20/02/25
450;Apoderado;SUBSANACION;27/02/25
450;Juzgado;ADMITE;11/04/25
450;Apoderado;NOTIFICACION_PERSONAL;24/04/25
450;Demandado;CONTESTACION_DEMANDA;09/05/25
450;Juzgado;FIJA_AUDIENCIA;30/05/25
451;Apoderado;RADICADO;06/05/25
451;Juzgado;ADMITE;09/05/25
451;Apoderado;NOTIFICACION_PERSONAL;13/05/25
451;Demandado;CONTESTACION_DEMANDA;12/06/25
451;Juzgado;FIJA_AUDIENCIA;06/08/25
452;Apoderado;RADICADO;04/02/25
452;Juzgado;ADMITE;14/05/25
452;Apoderado;NOTIFICACION_PERSONAL;15/05/25
452;Demandado;CONTESTACION_DEMANDA;30/07/25
452;Juzgado;FIJA_AUDIENCIA;06/08/25
453;Apoderado;RADICADO;04/02/25
453;Juzgado;INADMITIDO;17/02/25
453;Apoderado;SUBSANACION;04/03/25
453;Juzgado;ADMITE;12/03/25
453;Apoderado;NOTIFICACION_PERSONAL;21/03/25
453;Demandado;CONTESTACION_DEMANDA;03/04/25
453;Juzgado;FIJA_AUDIENCIA;06/05/25
454;Apoderado;RADICADO;26/09/25
455;Apoderado;RADICADO;11/07/25
455;Juzgado;ADMITE;08/09/25
456;Apoderado;RADICADO;03/10/25
457;Apoderado;RADICADO;03/10/25
458;Apoderado;RADICADO;03/10/25
459;Apoderado;RADICADO;03/10/25
460;Apoderado;RADICADO;26/09/25
460;Juzgado;ADMITE;01/10/25
461;Apoderado;RADICADO;02/10/25
462;Apoderado;RADICADO;22/05/25
462;Juzgado;ADMITE;30/05/25
462;Apoderado;NOTIFICACION_PERSONAL;04/06/25
462;Demandado;CONTESTACION_DEMANDA;17/06/25
462;Juzgado;FIJA_AUDIENCIA;18/06/25
463;Apoderado;RADICADO;22/05/25
463;Juzgado;ADMITE;05/06/25
463;Apoderado;NOTIFICACION_PERSONAL;10/06/25
463;Demandado;CONTESTACION_DEMANDA;19/06/25
463;Juzgado;ADMITE;20/06/25
464;Apoderado;RADICADO;26/09/25
465;Apoderado;RADICADO;22/05/25
465;Juzgado;INADMITIDO;22/05/25
465;Apoderado;SUBSANACION;30/05/25
465;Juzgado;ADMITE;03/06/25
465;Apoderado;NOTIFICACION_PERSONAL;04/06/25
465;Demandado;CONTESTACION_DEMANDA;17/06/25
465;Juzgado;FIJA_AUDIENCIA;25/06/25
465;Juzgado;CONCILIADO;07/07/25
466;Apoderado;RADICADO;26/05/25
466;Juzgado;INADMITIDO;27/06/25
466;Apoderado;SUBSANACION;08/07/25
466;Juzgado;ADMITE;29/08/25
466;Apoderado;NOTIFICACION_PERSONAL;03/09/25
466;Demandado;CONTESTACION_DEMANDA;18/09/25
467;Apoderado;RADICADO;27/05/25
467;Juzgado;ADMITE;27/06/25
467;Apoderado;NOTIFICACION_PERSONAL;02/07/25
467;Demandado;CONTESTACION_DEMANDA;17/07/25
467;Juzgado;FIJA_AUDIENCIA;08/09/25
468;Apoderado;RADICADO;27/05/25
468;Juzgado;ADMITE;09/06/25
468;Apoderado;NOTIFICACION_PERSONAL;10/06/25
468;Demandado;CONTESTACION_DEMANDA;25/06/25
468;Juzgado;FIJA_AUDIENCIA;27/06/25
469;Apoderado;RADICADO;27/05/25
469;Juzgado;ADMITE;14/08/25
469;Apoderado;NOTIFICACION_PERSONAL;21/08/25
469;Demandado;CONTESTACION_DEMANDA;05/09/25
470;Apoderado;RADICADO;27/05/25
471;Apoderado;RADICADO;29/05/25
471;Juzgado;ADMITE;03/06/25
471;Apoderado;NOTIFICACION_PERSONAL;04/06/25
471;Demandado;CONTESTACION_DEMANDA;17/06/25
471;Juzgado;FIJA_AUDIENCIA;22/07/25
471;Juzgado;CONCILIADO;28/08/25
472;Apoderado;RADICADO;29/05/25
472;Juzgado;ADMITE;10/06/25
472;Demandado;CONTESTACION_DEMANDA;24/06/25
472;Juzgado;FIJA_AUDIENCIA;29/07/25
472;Juzgado;CONCILIADO;11/09/25
473;Apoderado;RADICADO;29/05/25
473;Juzgado;ADMITE;04/06/25
473;Apoderado;NOTIFICACION_PERSONAL;05/06/25
473;Juzgado;FIJA_AUDIENCIA;04/07/25
474;Apoderado;RADICADO;29/05/25
475;Apoderado;RADICADO;24/07/25
475;Juzgado;ADMITE;05/09/25
475;Apoderado;NOTIFICACION_PERSONAL;17/09/25
476;Apoderado;RADICADO;29/05/25
476;Juzgado;ADMITE;03/06/25
476;Juzgado;NOTIFICACION_PERSONAL;04/06/25
476;Demandado;CONTESTACION_DEMANDA;17/06/25
476;Juzgado;FIJA_AUDIENCIA;17/07/25
477;Apoderado;RADICADO;26/09/25
478;Apoderado;RADICADO;26/09/25
479;Apoderado;RADICADO;24/07/25
479;Juzgado;ADMITE;01/08/25
479;Apoderado;NOTIFICACION_PERSONAL;21/08/25
479;Demandado;CONTESTACION_DEMANDA;03/09/25
479;Juzgado;FIJA_AUDIENCIA;17/09/25
480;Apoderado;RADICADO;03/06/25
480;Juzgado;ADMITE;20/06/25
480;Juzgado;FIJA_AUDIENCIA;13/08/25
480;Juzgado;CONCILIADO;15/09/25
481;Apoderado;RADICADO;04/06/25
481;Juzgado;ADMITE;12/06/25
481;Juzgado;NOTIFICACION_PERSONAL;24/06/25
481;Demandado;CONTESTACION_DEMANDA;09/07/25
481;Juzgado;FIJA_AUDIENCIA;08/09/25
482;Apoderado;RADICADO;04/06/25
482;Juzgado;ADMITE;12/06/25
482;Juzgado;NOTIFICACION_PERSONAL;19/06/25
482;Demandado;CONTESTACION_DEMANDA;03/07/25
482;Juzgado;FIJA_AUDIENCIA;24/07/25
482;Juzgado;FIJA_AUDIENCIA;04/09/25
483;Apoderado;RADICADO;04/06/25
483;Juzgado;ADMITE;10/06/25
483;Demandado;CONTESTACION_DEMANDA;02/07/25
483;Juzgado;FIJA_AUDIENCIA;29/07/25
483;Juzgado;CONCILIADO;11/09/25
484;Apoderado;RADICADO;05/06/25
484;Juzgado;ADMITE;27/06/25
484;Apoderado;NOTIFICACION_PERSONAL;02/07/25
484;Juzgado;FIJA_AUDIENCIA;08/09/25
484;Demandado;CONTESTACION_DEMANDA;15/09/25
485;Apoderado;RADICADO;06/06/25
485;Juzgado;ADMITE;20/06/25
485;Demandado;CONTESTACION_DEMANDA;01/07/25
485;Juzgado;FIJA_AUDIENCIA;13/08/25
485;Juzgado;CONCILIADO;12/09/25
486;Apoderado;RADICADO;06/06/25
486;Juzgado;ADMITE;28/07/25
486;Apoderado;NOTIFICACION_PERSONAL;01/08/25
486;Demandado;CONTESTACION_DEMANDA;26/08/25
486;Juzgado;FIJA_AUDIENCIA;01/09/25
487;Apoderado;RADICADO;09/06/25
487;Juzgado;INADMITIDO;09/06/25
487;Apoderado;SUBSANACION;10/06/25
487;Juzgado;ADMITE;18/06/25
487;Apoderado;NOTIFICACION_PERSONAL;19/06/25
487;Demandado;CONTESTACION_DEMANDA;07/07/25
487;Juzgado;FIJA_AUDIENCIA;09/07/25
487;Juzgado;CONCILIADO;17/07/25
488;Apoderado;RADICADO;09/06/25
488;Juzgado;ADMITE;10/06/25
488;Juzgado;NOTIFICACION_PERSONAL;10/06/25
488;Demandado;CONTESTACION_DEMANDA;19/06/25
488;Juzgado;FIJA_AUDIENCIA;19/06/25
488;Juzgado;CONCILIADO;24/07/25
489;Apoderado;RADICADO;09/06/25
489;Juzgado;ADMITE;22/07/25
489;Juzgado;NOTIFICACION_PERSONAL;15/08/25
489;Demandado;CONTESTACION_DEMANDA;23/09/25
490;Apoderado;RADICADO;09/06/25
490;Juzgado;ADMITE;01/08/25
490;Juzgado;NOTIFICACION_PERSONAL;01/08/25
490;Demandado;CONTESTACION_DEMANDA;19/08/25
490;Juzgado;FIJA_AUDIENCIA;01/09/25
491;Apoderado;RADICADO;09/06/25
491;Juzgado;ADMITE;17/06/25
491;Demandado;CONTESTACION_DEMANDA;04/07/25
491;Juzgado;FIJA_AUDIENCIA;22/07/25
491;Juzgado;CONCILIADO;16/09/25
492;Apoderado;RADICADO;09/06/25
492;Juzgado;ADMITE;27/06/25
492;Apoderado;NOTIFICACION_PERSONAL;02/07/25
492;Demandado;CONTESTACION_DEMANDA;03/09/25
492;Juzgado;INADMITE_CONTESTACION;17/09/25
493;Apoderado;RADICADO;09/06/25
493;Juzgado;ADMITE;11/06/25
493;Apoderado;NOTIFICACION_PERSONAL;13/06/25
493;Demandado;CONTESTACION_DEMANDA;18/06/25
493;Juzgado;FIJA_AUDIENCIA;09/07/25
